M3_ca4_ll,0.03166920059554723
M4_ca4_ll,0.022999765189135157
M6_ca4_ll,0.0167000042644474
M1_ca4_ll,0.01622754691917483
M3_cd4_ll,0.01563518987543966
M3_ca1_ll,0.014699738535441043
M1_cd4_ll,0.014533629098720358
M4_cd4_ll,0.012744679549336002
M2_cd4_ll,0.012573592378119613
M4_ca1_ll,0.011736445287864772
M6_cd4_ll,0.010575400600556284
M4_cd2_ll,0.010501846972370332
M4_cd3_ll,0.010009035168924152
M3_cd2_ll,0.009944841097086599
M2_ca4_ll,0.009084262888618078
M2_cd3_ll,0.008781681626423454
M1_ca1_ll,0.008466540128013511
M3_cd3_ll,0.008407615907933819
M5_ca4_ll,0.008393313167379013
M6_ca1_ll,0.008082071056175089
M6_cd3_ll,0.007910584549272404
M1_cd2_ll,0.007292007731629857
M2_cd2_ll,0.006875335684358941
M1_cd3_ll,0.006820180681739174
M5_cd4_ll,0.006589303610176733
M2_ca1_ll,0.00647591185176255
M6_cd2_ll,0.005548076588157924
M5_cd3_ll,0.004784666070487331
M5_ca1_ll,0.004481674939978086
M5_cd2_ll,0.003725834553811591
